date,volume,open,close,high,low,adjclose
2018-11-02,200400,5.989999771118164,5.75,6.099999904632568,5.75,5.75
2018-11-01,233400,5.570000171661377,6.019999980926514,6.21999979019165,5.53000020980835,6.019999980926514
2018-10-31,823800,5.480000019073486,5.510000228881836,5.675000190734863,4.909999847412109,5.510000228881836
2018-10-30,480800,6.599999904632568,5.460000038146973,6.599999904632568,5.380000114440918,5.460000038146973
2018-10-29,250500,6.739999771118164,6.539999961853027,6.900000095367432,6.519999980926514,6.539999961853027
2018-10-26,334600,6.75,6.659999847412109,6.760000228881836,6.599999904632568,6.659999847412109
2018-10-25,220000,6.880000114440918,6.840000152587891,6.940000057220459,6.699999809265137,6.840000152587891
2018-10-24,456600,6.840000152587891,6.840000152587891,6.989999771118164,6.820000171661377,6.840000152587891
2018-10-23,109500,6.980000019073486,6.840000152587891,7.015999794006348,6.75,6.840000152587891
2018-10-22,117200,6.960000038146973,7.090000152587891,7.239999771118164,6.929999828338623,7.090000152587891
2018-10-19,128500,6.900000095367432,6.920000076293945,7.309999942779541,6.900000095367432,6.920000076293945
2018-10-18,134300,6.880000114440918,6.900000095367432,6.96999979019165,6.849999904632568,6.900000095367432
2018-10-17,138800,6.909999847412109,6.869999885559082,7.0,6.78000020980835,6.869999885559082
2018-10-16,333900,6.900000095367432,6.889999866485596,6.949999809265137,6.5,6.889999866485596
2018-10-15,74900,6.880000114440918,7.010000228881836,7.199999809265137,6.880000114440918,7.010000228881836
2018-10-12,168500,7.010000228881836,6.920000076293945,7.070000171661377,6.860000133514404,6.920000076293945
2018-10-11,89500,6.980000019073486,6.900000095367432,7.130000114440918,6.860000133514404,6.900000095367432
2018-10-10,93400,7.130000114440918,7.0,7.300000190734863,6.96999979019165,7.0
2018-10-09,94800,7.050000190734863,7.110000133514404,7.360000133514404,7.0,7.110000133514404
2018-10-08,103200,6.96999979019165,7.079999923706055,7.139999866485596,6.96999979019165,7.079999923706055
2018-10-05,99600,7.059999942779541,7.0,7.139999866485596,6.909999847412109,7.0
2018-10-04,127000,7.579999923706055,7.059999942779541,7.579999923706055,6.940000057220459,7.059999942779541
2018-10-03,130800,6.940000057220459,7.320000171661377,7.340000152587891,6.800000190734863,7.320000171661377
2018-10-02,196600,7.420000076293945,6.900000095367432,7.429999828338623,6.869999885559082,6.900000095367432
2018-10-01,119600,7.690000057220459,7.420000076293945,7.989999771118164,7.400000095367432,7.420000076293945
2018-09-28,140200,7.260000228881836,7.630000114440918,7.739999771118164,7.199999809265137,7.630000114440918
2018-09-27,466900,7.190000057220459,7.28000020980835,7.409999847412109,7.099999904632568,7.28000020980835
2018-09-26,128700,7.320000171661377,7.199999809265137,7.349999904632568,7.050000190734863,7.199999809265137
2018-09-25,114100,7.25,7.269999980926514,7.400000095367432,7.199999809265137,7.269999980926514
2018-09-24,113800,7.400000095367432,7.25,7.409999847412109,7.199999809265137,7.25
2018-09-21,271400,7.159999847412109,7.400000095367432,7.460000038146973,7.090000152587891,7.400000095367432
2018-09-20,330800,6.78000020980835,7.159999847412109,7.230000019073486,6.78000020980835,7.159999847412109
2018-09-19,317600,7.239999771118164,6.75,7.360000133514404,6.71999979019165,6.75
2018-09-18,120200,7.360000133514404,7.239999771118164,7.599999904632568,7.230000019073486,7.239999771118164
2018-09-17,152100,7.440000057220459,7.340000152587891,7.539999961853027,7.210000038146973,7.340000152587891
2018-09-14,163000,7.570000171661377,7.349999904632568,7.71999979019165,7.320000171661377,7.349999904632568
